976,674
607,689
798,969
894,970
298,937
298,157
298,970
894,223
894,451
479,286
479,113
144,898
144,365
894,930
431,4
431,78
435,618
435,451
937,441
298,937
298,618
298,618
556,937
556,541
984,569
984,479
187,894
187,556
618,897
618,898
674,78
674,786
674,894
894,4
894,78
144,553
144,451
930,976
930,976
223,618
223,894
937,494
78,22
984,144
984,320
984,498
982,64
298,674
674,451
451,365
451,286
937,569
451,939
22,460
22,303
451,716
451,794
984,320
984,5
984,894
431,553
431,674
431,157
794,113
794,113
618,878
618,878
541,441
541,930
286,435
286,431
286,618
303,897
464,431
464,92
878,207
878,113
937,674
937,701
799,498
799,976
144,488
144,451
894,384
894,303
488,157
488,431
674,78
674,78
451,431
479,569
970,894
64,942
745,451
745,674
365,144
92,930
92,384
144,556
144,716
498,897
298,894
286,113
451,987
451,878
451,303
937,220
569,930
431,451
878,976
365,303
365,303
365,276
144,716
144,942
970,976
970,303
976,878
976,970
794,320
794,662
945,451
945,286
302,92
302,441
22,303
22,303
451,365
494,701
365,716
320,330
320,556
498,286
498,569
607,498
607,794
794,878
703,457
703,569
553,451
674,569
479,894
479,161
937,894
937,435
431,607
320,541
320,984
92,451
969,196
969,945
451,92
451,618
878,4
716,942
945,930
945,976
945,207
689,942
689,942
894,286
894,144
701,937
701,435
894,984
894,984
22,703
207,217
553,942
553,618
144,799
144,799
794,982
541,689
541,689
144,894
144,898
716,92
320,556
320,898
898,970
689,303
689,303
553,5
553,5
298,745
930,553
384,92
384,92
716,799
716,942
618,937
970,479
970,5
92,78
92,320
494,286
384,298
384,451
384,937
976,451
976,451
976,674
745,897
745,441
745,286
207,976
939,894
78,970
78,4
984,716
984,5
494,689
494,969
878,553
878,113
976,494
976,794
674,157
674,556
78,451
78,451
970,701
196,435
384,569
942,435
942,377
78,553
113,716
969,674
969,451
969,799
689,451
689,674
298,144
298,894
298,384
498,939
217,894
217,78
674,217
674,799
78,970
78,435
5,28
5,689
457,286
457,553
930,4
716,377
441,451
441,451
716,488
92,662
384,451
320,113
942,494
435,937
488,286
488,286
942,144
942,144
113,286
113,479
113,286
302,569
92,894
92,553
303,942
303,223
303,898
799,303
569,772
569,937
894,431
894,286
894,701
970,451
970,569
799,898
302,541
302,377
942,556
553,798
970,431
970,298
303,207
878,286
745,786
745,786
674,942
674,298
298,799
298,674
488,451
488,970
894,701
674,365
674,365
898,441
898,303
716,479
716,441
618,92
113,745
460,207
460,878
460,303
939,569
939,207
161,479
435,716
92,894
207,451
64,618
64,898
303,969
92,144
798,716
276,937
276,220
451,488
451,303
451,78
772,498
772,618
898,569
898,897
556,320
451,320
618,187
113,298
945,674
217,460
217,878
716,618
674,786
674,569
674,569
937,217
937,144
435,451
435,451
384,451
217,207
984,894
984,92
431,569
431,674
894,898
894,898
894,488
894,674
894,569
457,5
187,618
937,113
937,78
982,942
982,451
78,541
460,942
460,441
674,894
674,894
937,569
937,618
479,984
441,618
894,441
894,898
541,144
431,569
431,28
431,618
703,4
703,674
945,569
945,479
92,674
677,494
677,286
970,976
970,451
716,494
976,878
976,451
435,92
799,898
799,607
384,541
942,431
298,498
618,384
618,384
798,553
794,320
794,898
618,930
618,569
618,213
930,878
794,223
144,498
498,451
498,479
498,976
161,799
969,894
969,674
196,488
298,716
451,207
451,541
894,794
451,303
92,28
92,494
144,207
144,92
144,113
303,457
286,894
286,569
898,441
786,898
786,144
689,431
689,569
479,431
479,161
479,674
618,937
286,451
798,207
798,441
451,930
451,894
494,716
701,937
701,4
217,878
217,618
217,451
976,92
939,78
451,894
217,113
217,435
878,898
878,894
898,303
457,569
457,78
286,674
286,451
451,942
451,435
92,674
92,286
451,187
878,970
541,937
541,92
541,716
4,798
435,526
799,365
674,716
92,384
435,451
4,78
942,4
937,878
937,798
498,207
303,92
303,745
460,898
878,451
745,937
745,984
298,798
987,689
987,92
987,716
365,799
451,945
451,541
451,441
144,716
982,92
92,970
92,144
113,569
479,286
479,298
479,213
526,942
894,451
92,716
303,451
303,488
894,451
894,223
894,451
716,435
303,286
303,894
898,799
64,187
220,488
674,942
494,553
799,569
5,365
5,365
365,92
365,799
431,930
488,618
451,92
451,618
303,618
303,703
303,78
303,976
298,157
320,223
384,794
384,894
498,298
674,78
970,716
970,5
970,618
92,976
674,607
187,144
187,541
92,674
984,113
451,701
64,969
144,488
618,556
526,4
526,4
786,674
92,894
494,894
716,969
716,894
494,384
494,716
703,498
703,930
92,431
92,464
541,187
553,898
498,541
498,541
28,662
674,745
674,894
92,464
92,976
464,92
488,494
384,937
384,92
689,5
937,451
745,441
745,441
607,451
488,451
488,431
969,144
969,4
431,618
286,435
894,286
894,286
607,451
330,786
674,431
942,431
942,223
451,618
451,939
92,716
970,569
5,970
78,330
78,674
92,451
92,987
494,451
607,187
92,970
92,970
937,745
701,28
113,377
4,984
303,745
303,569
4,674
969,441
113,556
4,303
431,894
451,488
113,569
113,937
213,930
553,144
553,898
970,799
5,798
674,942
451,556
618,298
541,451
441,64
5,894
897,78
897,939
569,894
689,144
689,618
435,451
435,970
451,488
286,302
441,716
441,488
894,451
894,794
441,451
441,674
930,716
320,984
878,451
464,942
464,451
78,674
28,298
28,144
303,607
984,569
569,92
569,303
451,286
441,898
92,4
976,798
716,894
716,894
556,451
217,377
451,976
498,92
92,674
451,384
451,494
303,365
457,494
745,441
144,541
92,488
92,488
451,689
451,786
894,553
674,220
716,942
984,196
984,701
969,799
945,488
945,488
745,618
451,798
569,451
431,92
303,898
488,479
970,716
930,703
878,460
878,286
618,897
937,78
937,303
92,303
92,303
5,939
303,618
303,878
937,494
196,937
677,898
677,330
745,937
898,78
92,431
431,970
451,945
451,674
703,498
894,302
894,674
898,618
618,494
286,878
526,488
716,894
716,479
674,553
898,607
144,488
303,217
662,498
303,113
451,303
220,187
674,4
894,431
894,716
553,157
894,569
894,161
674,984
607,441
607,441
894,187
898,930
78,939
618,970
894,451
674,716
969,618
969,799
4,674
4,942
970,894
298,716
930,451
930,451
674,898
674,897
431,488
431,674
569,451
937,894
569,494
286,431
716,144
898,441
970,303
930,553
28,460
28,460
786,217
569,987
701,451
937,984
894,92
451,970
451,365
217,969
217,92
716,984
451,894
92,945
92,207
435,937
674,441
894,541
894,798
674,982
716,4
207,541
92,303
984,716
78,898
92,187
92,187
78,494
894,494
689,187
689,303
451,303
618,217
894,674
78,330
303,298
303,703
945,286
894,302
161,479
330,5
745,930
377,689
377,689
878,689
488,286
92,384
92,113
92,207
78,303
878,217
878,207
451,794
302,431
217,987
897,674
556,618
894,716
479,970
113,303
451,384
217,207
498,144
498,716
213,479
431,745
488,451
618,441
716,894
161,451
607,894
689,894
