390,349
390,179
390,852
909,575
909,909
909,613
575,575
575,575
575,575
847,847
847,990
847,847
566,566
566,735
566,575
780,101
780,124
780,423
836,575
836,836
836,836
439,270
439,270
439,439
788,613
788,566
788,95
726,187
726,726
726,847
987,613
987,987
987,46
750,750
750,847
750,750
423,20
423,270
423,423
566,566
566,270
566,750
575,395
575,575
575,395
566,566
566,847
566,990
603,603
603,748
603,390
348,348
348,348
348,46
131,131
131,446
131,748
566,566
566,566
566,566
270,270
270,270
270,46
75,909
75,847
75,75
124,124
124,124
124,232
117,117
117,232
117,613
909,990
909,909
909,439
124,735
124,124
124,187
748,748
748,439
179,179
179,179
179,179
847,847
847,46
847,847
847,95
847,187
847,847
439,439
439,439
439,95
750,750
750,931
750,750
270,270
270,270
270,974
46,46
46,46
46,613
388,388
388,388
388,836
788,788
788,788
788,566
117,117
117,348
117,117
847,847
847,847
847,613
131,131
131,566
131,131
390,974
390,750
390,390
439,270
439,439
46,750
46,46
46,101
909,270
909,388
909,909
847,909
847,395
750,750
750,575
750,735
95,46
95,46
95,75
692,109
692,692
692,692
124,109
124,446
124,124
847,20
847,847
847,847
439,439
439,439
109,101
109,101
109,109
726,726
726,726
349,101
349,117
349,349
847,124
847,124
847,847
390,390
390,390
390,390
813,990
813,813
813,813
987,613
987,987
847,847
847,735
847,847
974,974
974,124
974,439
748,748
748,847
748,124
390,836
390,836
813,813
813,735
813,780
613,613
613,613
613,613
613,613
613,613
232,813
232,117
748,748
748,101
748,750
117,270
117,270
750,348
750,613
750,750
613,726
613,613
613,613
788,788
788,847
788,788
974,974
974,270
109,750
109,388
109,780
349,349
349,480
349,117
750,813
750,770
750,270
914,95
914,270
914,847
836,836
836,836
613,847
613,847
613,847
390,109
390,390
390,124
270,270
270,270
270,270
974,974
974,270
974,974
117,109
117,439
117,117
109,109
109,109
109,439
748,748
748,613
748,101
909,836
909,909
909,750
575,575
575,847
575,847
270,270
270,750
270,270
726,117
726,813
726,726
847,847
847,847
847,847
847,847
847,726
847,46
847,847
847,270
575,575
575,131
575,575
987,987
987,987
987,987
575,974
575,480
575,575
46,847
46,46
46,46
692,388
692,750
692,117
750,735
750,750
232,117
232,232
613,780
613,748
613,836
566,109
566,566
847,847
847,909
847,270
847,390
847,847
847,566
847,847
847,566
20,131
20,20
20,179
131,131
131,131
131,131
117,117
117,613
117,117
575,575
575,613
575,27
852,179
852,852
852,748
914,117
914,914
914,613
575,847
575,575
575,187
847,847
847,847
847,124
909,909
909,909
909,909
750,750
750,750
75,46
75,75
75,613
813,750
813,388
813,423
101,390
101,101
101,131
46,46
46,46
46,46
390,124
390,390
390,390
909,909
909,613
909,101
788,101
788,726
788,788
813,748
813,813
813,847
847,847
847,788
847,46
990,990
990,439
990,439
390,349
390,390
388,46
388,388
388,388
813,813
813,575
813,575
179,179
179,813
847,847
847,446
847,179
750,750
750,479
750,613
101,101
101,101
101,46
605,270
605,395
605,605
575,575
575,109
748,46
748,748
847,750
847,847
847,813
348,46
348,348
348,613
847,847
847,990
847,750
748,748
748,748
748,748
101,101
101,101
748,388
748,780
748,748
974,439
974,974
909,479
909,909
909,388
124,124
124,232
124,232
770,813
770,349
770,770
179,179
179,480
101,735
101,109
101,836
124,750
124,124
124,780
735,847
735,735
735,813
20,20
20,131
613,613
613,348
117,117
117,117
439,974
439,124
788,109
836,390
836,836
836,750
349,349
349,124
349,131
388,813
388,117
388,179
813,813
813,750
813,750
575,575
575,780
270,270
270,439
270,46
909,605
909,909
909,748
101,20
101,101
101,748
388,847
388,179
836,750
836,836
836,388
95,95
95,95
95,95
788,613
788,95
847,847
847,692
847,480
613,613
613,613
613,974
46,847
46,46
109,109
95,909
95,95
95,566
974,480
974,909
847,847
847,101
750,750
750,750
101,46
101,748
101,101
750,813
909,847
909,909
566,750
566,750
847,847
847,847
813,813
813,974
813,813
750,750
750,836
750,836
117,117
117,109
117,117
423,423
423,990
423,423
446,914
446,46
446,446
101,101
101,349
395,692
395,748
395,395
575,847
575,575
735,813
735,390
735,566
439,439
439,439
439,439
446,131
446,131
446,726
109,109
109,117
974,109
974,974
735,735
735,750
124,124
124,109
124,780
270,270
95,95
95,95
95,95
770,750
813,813
813,46
813,117
726,131
726,726
726,750
813,813
813,813
117,750
117,101
117,117
566,735
131,131
131,726
726,726
726,439
726,439
847,847
847,390
566,566
566,566
566,270
46,46
46,117
95,813
95,480
95,95
748,439
748,109
748,748
613,613
613,836
613,613
20,813
20,479
566,748
566,566
75,95
75,95
439,439
439,439
439,613
232,232
232,232
232,232
270,566
270,270
270,566
575,479
575,349
813,813
270,270
270,270
750,750
750,95
750,750
692,692
692,124
613,66
613,439
613,270
847,847
847,847
748,101
909,847
909,909
909,232
613,813
613,117
423,423
423,131
575,575
575,95
575,575
46,46
46,46
836,836
836,836
605,605
605,95
847,479
847,395
117,117
117,750
117,117
847,46
847,847
124,124
124,124
750,750
750,750
748,613
748,270
748,748
270,270
270,813
270,270
847,566
847,124
439,439
439,439
439,439
349,575
349,349
349,439
388,179
124,423
124,124
124,124
750,750
750,750
46,613
46,348
931,748
931,95
605,479
605,847
605,605
748,748
748,748
748,748
395,395
395,750
395,748
847,847
847,847
914,914
914,575
914,439
109,566
390,748
390,748
909,909
909,66
109,109
566,566
566,566
566,909
750,750
750,750
750,692
836,692
836,836
109,109
109,109
187,187
187,780
187,575
439,109
439,813
613,613
613,613
613,613
390,480
390,390
390,852
813,813
813,748
909,66
909,66
909,909
847,990
847,990
613,613
613,914
813,813
46,46
46,575
566,117
836,836
836,439
480,348
480,179
480,480
750,836
750,750
750,836
46,847
46,726
395,395
395,613
395,914
124,95
124,124
124,480
46,847
46,46
46,46
124,124
124,566
101,101
101,101
836,692
836,836
836,390
613,613
613,748
613,748
131,101
131,692
131,20
131,131
46,46
117,439
990,748
990,990
423,423
423,813
95,439
847,847
847,847
813,813
847,987
847,987
847,847
613,613
613,46
613,613
131,131
131,439
131,692
390,847
270,270
847,847
847,847
847,131
446,446
446,847
446,446
813,813
813,813
813,726
987,232
987,987
439,575
439,439
439,439
748,101
748,748
748,748
748,748
748,270
117,914
575,575
575,575
349,349
349,613
349,349
480,480
480,847
480,439
750,750
750,179
750,735
566,95
566,566
566,95
179,390
575,575
575,575
748,131
748,748
750,20
748,46
748,748
847,847
847,780
847,847
990,990
990,836
124,117
124,847
124,124
847,847
847,847
117,909
117,813
974,974
974,974
974,836
566,566
613,613
613,46
109,109
566,566
566,987
566,847
990,990
990,990
990,179
914,117
914,914
914,813
131,131
131,131
131,131
131,349
836,101
813,575
813,813
813,575
847,439
847,349
813,914
813,813
750,750
750,179
750,750
613,613
613,974
750,813
750,750
974,813
439,439
987,987
987,987
390,66
974,605
974,101
847,847
847,847
95,95
95,987
95,909
836,388
836,836
750,124
750,124
750,613
131,131
446,179
446,101
446,446
270,270
270,613
348,348
348,348
847,847
847,847
847,847
390,750
390,390
909,439
909,909
909,909
836,575
395,395
